year_from|year_to|predecessor|successor|polity_new_ID|polity_old_ID|polity_long_form_name|conflict_name|contested|overturn|predecessor_assassination|intra_elite|military_revolt|popular_uprising|separatist_rebellion|external_invasion|external_interference
-272|-232|Ashoka|Dasharatha|in_mauryan_emp|InMaury|Magadha - Maurya Empire|None|IA|IA|IA|IA|IA|IA|P|IA|IA
-267|-257|Uttiya|Mahasiva|sl_anuradhapura_1|sl_anuradhapura_1|Anurādhapura I||SU|SU|IA|SU|SU|SU|SU|SU|SU
-261|-246|Antiochus II|Seleucus II|ir_seleucid_emp|IrSeleu|Seleucids|Assassination of Antiochus II , Third Syrian War|P|P|P|P|A|A|A|A|A
-257|-247|Mahasiva|Suratissa|sl_anuradhapura_1|sl_anuradhapura_1|Anurādhapura I||SU|SU|IA|SU|SU|SU|SU|SU|SU
-247|-237|Suratissa|Sena and Guttika|sl_anuradhapura_1|sl_anuradhapura_1|Anurādhapura I||SU|P|SU|SU|SU|SU|SU|P|SU
-247|-217|Arsaces I|Arsaces II|ir_parthian_emp_1|IrPart1|Parthian Empire I|None|A|A|A|A|A|A|A|A|A
-246|-225|Seleucus II|Seleucus III|ir_seleucid_emp|IrSeleu|Seleucids|None|SU|SU|SU|SU|IA|IA|IA|IA|IA
-246|-221|Ptolemy III Euergetes I|Ptolemy IV Philopator|eg_ptolemaic_k_1|EgPtol1|Ptolemaic Kingdom I|None|P|A|A|A|A|A|A|A|A
-237|-216|Sena and Guttika|Asela|sl_anuradhapura_1|sl_anuradhapura_1|Anurādhapura I||P|P|SU|SU|IP|SU|SU|SU|SU
-232|-224|Dasharatha|Samprati|in_mauryan_emp|InMaury|Magadha - Maurya Empire|None|IA|IA|IA|SU|IA|IA|IA|IA|IA
-225|-223|Seleucus III|Antiochus III|ir_seleucid_emp|IrSeleu|Seleucids|Assasination of Seleucus III|P|P|P|IP|P|A|A|A|A
-224|-215|Samprati|Shalishuka|in_mauryan_emp|InMaury|Magadha - Maurya Empire|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
-223|-187|Antiochus III|Seleucus IV|ir_seleucid_emp|IrSeleu|Seleucids|None|A|A|A|A|A|A|A|P|A
-221|-210|First Emperor of Qin (Shih Huang Ti, Qin Shi Huang, Chao Chêng)|Second Emperor Qin Er Shi (Êrh Shih Huang Ti, Ying Huhai)|cn_qin_emp|CnImQin|Qin Empire|None|P|A|A|P|A|A|A|A|A
-221|-204|Ptolemy IV Philopator|Ptolemy V Epiphanes|eg_ptolemaic_k_1|EgPtol1|Ptolemaic Kingdom I|None|P|P|P|P|IA|IA|A|A|A
-217|-191|Arsaces II|Priapatius|ir_parthian_emp_1|IrPart1|Parthian Empire I|None|A|A|A|A|A|A|A|A|A
-215|-205|Asela|Elara|sl_anuradhapura_1|sl_anuradhapura_1|Anurādhapura I||P|P|P|SU|SU|SU|SU|P|SU
-215|-202|Shalishuka|Devavarman|in_mauryan_emp|InMaury|Magadha - Maurya Empire|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
-210|-207|Second Emperor Qin Er Shi (Êrh Shih Huang Ti, Ying Huhai)|Ziying, King of Qin (Ch'in Wang, Shang of Qin)|cn_qin_emp|CnImQin|Qin Empire|None|A|P|P|P|A|P|A|A|A
-207|-207|Ziying, King of Qin (Ch'in Wang, Shang of Qin)|Emperor Gaozu of Han Dynasty - END OF JIN EMPIRE, REVERTED TO A STATE.|cn_qin_emp|CnImQin|Qin Empire|None|P|P|P|A|A|A|A|P|A
-207|-195|Gaozu|Huidi|cn_western_han_dyn|CnWHan*|Western Han Empire|Liu Bang Rebellion; Chu-Han Contention|A|A|A|P|A|A|A|A|A
-205|-161|Elara|Dutugamunu|sl_anuradhapura_1|sl_anuradhapura_1|Anurādhapura I||P|P|P|SU|SU|SU|SU|P|SU
-204|-180|Ptolemy V Epiphanes|Ptolemy VI Philometor|eg_ptolemaic_k_2|EgPtol2|Ptolemaic Kingdom II|None|A|A|A|A|A|A|A|A|A
-202|-195|Devavarman|Shatadhanvan|in_mauryan_emp|InMaury|Magadha - Maurya Empire|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
-195|-188|Huidi|Shaodi Gong|cn_western_han_dyn|CnWHan*|Western Han Empire|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
-195|-187|Shatadhanvan|Brihadrata|in_mauryan_emp|InMaury|Magadha - Maurya Empire|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
-191|-176|Priapatius|Phraates I|ir_parthian_emp_1|IrPart1|Parthian Empire I|None|A|A|A|A|A|A|A|A|A
-190|-159|Ervand the Last (Orontid)|Artaxias I|am_artaxiad_dyn|AmArtax|Armenian Kingdom||P|P|A|A|A|A|A|P|A
-188|-184|Shaodi Gong|Shaodi Hong|cn_western_han_dyn|CnWHan*|Western Han Empire|None|P|P|P|A|A|A|A|A|A
-187|-184|Brihadrata|Pushyamitra|in_mauryan_emp|InMaury|Magadha - Maurya Empire|None|P|P|P|IA|P|IA|IA|IA|IA
-187|-175|Seleucus IV|Antiochus IV|ir_seleucid_emp|IrSeleu|Seleucids|Assasination of Seleucus IV|P|P|P|P|A|A|A|A|A
-187|-151|Pushyamitra|Bhadraghosa / Agnimitra|in_sunga_emp|InSunga|Magadha - Sunga Empire||SU|SU|SU|SU|SU|SU|SU|SU|SU
-184|-180|Shaodi Hong|Wendi|cn_western_han_dyn|CnWHan*|Western Han Empire|Lü Clan Disturbance|P|P|P|P|SU|SU|None|A|A
-184|-149|Pushyamitra|Agnimitra|in_sunga_emp|InSunga|Magadha - Sunga Empire|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
-180|-157|Wendi|Jingdi|cn_western_han_dyn|CnWHan*|Western Han Empire|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
-180|-145|Ptolemy VI Philometor|Ptolemy VII Neos Philopator|eg_ptolemaic_k_2|EgPtol2|Ptolemaic Kingdom II|None|P|P|IP|P|A|A|A|A|IP
-176|-171|Phraates I|Mithridates I|ir_parthian_emp_1|IrPart1|Parthian Empire I|None|A|A|A|A|A|A|A|A|A
-175|-163|Antiochus IV|Antiochus V|ir_seleucid_emp|IrSeleu|Seleucids|None|IP|DIS|DIS|SU|IA|DIS|IP|SU|SU
-171|-138|Mithridates I|Phraates II|ir_parthian_emp_1|IrPart1|Parthian Empire I|None|A|A|A|A|A|A|A|A|A
-170|-116|Ptolemy VIII Euergetes II|Ptolemy IX Soter II|eg_ptolemaic_k_2|EgPtol2|Ptolemaic Kingdom II|None|SU|SU|SU|SU|SU|SU|SU|A|SU
-167|-165|Mattathias|Judas Maccabaeus|il_judea|IlJudea|Yehuda|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
-165|-160|Judas Maccabaeus|Jonathan Apphus|il_judea|IlJudea|Yehuda|Maccabean Revolt|P|P|P|A|A|A|A|P|A
-163|-161|Antiochus V|Demetrius I|ir_seleucid_emp|IrSeleu|Seleucids|Execution of Antiochus V|P|P|P|P|A|P|A|A|A
-161|-150|Demetrius I|Alexander I|ir_seleucid_emp|IrSeleu|Seleucids|None|P|P|IA|IP|P|A|A|A|IP
-161|-137|Dutugamunu|Saddhatissa|sl_anuradhapura_1|sl_anuradhapura_1|Anurādhapura I||IA|IA|IA|SU|SU|SU|SU|SU|SU
-160|-143|Jonathan Apphus|Simon Thassi|il_judea|IlJudea|Yehuda|None|P|P|P|A|A|A|A|P|A
-159|-123|Artaxias I|Tigranes I |am_artaxiad_dyn|AmArtax|Armenian Kingdom||P|A|A|A|A|A|A|P|A
-157|-141|Jingdi|Wudi|cn_western_han_dyn|CnWHan*|Western Han Empire|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
-151|-143|Bhadraghosa / Agnimitra|Suryamitra|in_sunga_emp|InSunga|Magadha - Sunga Empire||SU|SU|SU|SU|SU|SU|SU|SU|SU
-150|-145|Alexander I|Demetrius II|ir_seleucid_emp|IrSeleu|Seleucids|None|P|P|IA|A|A|A|A|P|A
-149|-141|Agnimitra|Vasujyeshtha|in_sunga_emp|InSunga|Magadha - Sunga Empire|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
-145|-145|Ptolemy VII Neos Philopator|Ptolemy VIII Euergetes II|eg_ptolemaic_k_2|EgPtol2|Ptolemaic Kingdom II|Assassination of Ptolemy VII Neos Philopator|P|P|P|P|SU|IP|SU|A|SU
-145|-140|Antiochus VI|Diodotus|ir_seleucid_emp|IrSeleu|Seleucids|None|IA|IA|DIS|IA|IA|IA|IA|IA|IA
-145|-138|Demetrius II|Antiochus VI|ir_seleucid_emp|IrSeleu|Seleucids|None|P|P|A|P|P|P|A|P|A
-143|-135|Simon Thassi|Hyrcanus I|il_judea|IlJudea|Yehuda|None|P|P|P|P|A|A|A|P|A
-141|-131|Vasujyeshtha|Vasumitra|in_sunga_emp|InSunga|Magadha - Sunga Empire|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
-141|-87|Wudi|Zhaodi|cn_western_han_dyn|CnWHan*|Western Han Empire|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
-140|-138|Diodotus|Antiochus VII|ir_seleucid_emp|IrSeleu|Seleucids|None|P|P|DIS|A|P|A|A|P|A
-138|-129|Antiochus VII|Demetrius II|ir_seleucid_emp|IrSeleu|Seleucids|None|P|P|A|A|A|A|A|P|A
-138|-128|Phraates II|Artabanus I|ir_parthian_emp_1|IrPart1|Parthian Empire I|None|P|A|A|A|A|A|A|P|A
-137|-119|Saddhatissa|Lanja Tissa|sl_anuradhapura_1|sl_anuradhapura_1|Anurādhapura I||P|P|SU|P|P|SU|SU|SU|SU
-135|-104|Hyrcanus I|Aristobulus I|il_judea|IlJudea|Yehuda|None|A|A|A|A|A|A|A|A|A
-131|-124|Vasumitra|Bhagabhadra|in_sunga_emp|InSunga|Magadha - Sunga Empire|None|P|P|P|IP|IA|IA|IA|IA|IA
-129|-126|Demetrius II|Alexander II|ir_seleucid_emp|IrSeleu|Seleucids|None|P|P|A|IP|A|A|A|P|A
-128|-123|Artabanus I|Mithridates II, the Great|ir_parthian_emp_1|IrPart1|Parthian Empire I|None|P|A|A|A|A|A|A|P|A
-126|-125|Alexander II|Seleucus V|ir_seleucid_emp|IrSeleu|Seleucids|None|P|P|IA|A|A|A|A|P|A
-125|-125|Seleucus V|Cleopatra Thea|ir_seleucid_emp|IrSeleu|Seleucids|None|P|P|P|P|A|A|A|A|A
-124|-83|Bhagabhadra|Devabhuti|in_sunga_emp|InSunga|Magadha - Sunga Empire|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
-123|-121|Cleopatra Thea|Antiochus VIII|ir_seleucid_emp|IrSeleu|Seleucids|None|P|P|P|P|A|A|A|A|A
-123|-95|Tigranes I |Artavasdes I |am_artaxiad_dyn|AmArtax|Armenian Kingdom||P|A|A|A|A|A|A|P|A
-123|-91|Mithridates II, the Great|Gotarzes I|ir_parthian_emp_1|IrPart1|Parthian Empire I|None|P|A|A|P|A|A|A|A|A
-121|-96|Antiochus VIII|Antiochus IX|ir_seleucid_emp|IrSeleu|Seleucids|None|P|P|P|P|P|A|A|A|A
-119|-109|Lanja Tissa|Khallata Naga|sl_anuradhapura_1|sl_anuradhapura_1|Anurādhapura I||IA|A|IA|IA|SU|SU|SU|SU|SU
-116|-107|Ptolemy IX Soter II|Ptolemy X Alexander I|eg_ptolemaic_k_2|EgPtol2|Ptolemaic Kingdom II|Expulsion of Ptolemy IX|P|P|IA|P|A|A|A|A|A
-116|-96|Antiochus IX|Seleucus VI|ir_seleucid_emp|IrSeleu|Seleucids|None|P|P|P|P|P|A|A|A|A
-109|-103|Khallata Naga|Pulahatta|sl_anuradhapura_1|sl_anuradhapura_1|Anurādhapura I||P|P|P|SU|P|SU|SU|P|SU
-107|-88|Ptolemy X Alexander I|Ptolemy IX Soter II|eg_ptolemaic_k_2|EgPtol2|Ptolemaic Kingdom II|None|P|P|P|SU|P|P|IA|A|A
-104|-103|Aristobulus I|Alexander Jannaeus|il_judea|IlJudea|Yehuda|None|A|A|A|A|A|A|A|A|A
-103|-100|Pulahatta|Bahiya|sl_anuradhapura_1|sl_anuradhapura_1|Anurādhapura I||P|P|P|IP|IA|SU|SU|SU|SU
-103|-76|Alexander Jannaeus|Alexandra (Salome)|il_judea|IlJudea|Yehuda|None|A|A|A|A|A|A|A|A|A
-100|-98|Bahiya|Panya Mara|sl_anuradhapura_1|sl_anuradhapura_1|Anurādhapura I||P|P|P|IP|IA|SU|SU|SU|SU
-100|-70|Kaṇha|Sātakarni I|in_satavahana_emp|InSataL|Satavahana Empire||IA|A|IA|IA|IA|IA|IA|IA|IA
-98|-90|Panya Mara|Dathika|sl_anuradhapura_1|sl_anuradhapura_1|Anurādhapura I||P|P|P|IP|IA|SU|SU|SU|SU
-96|-94|Seleucus VI|Antiochus X|ir_seleucid_emp|IrSeleu|Seleucids|None|P|P|P|A|A|P|A|A|A
-95|-55|Artavasdes I |Tigranes the Great (Tigranes II)|am_artaxiad_dyn|AmArtax|Armenian Kingdom||P|A|A|A|A|A|A|A|P
-94|-92|Antiochus X|Demetrius III|ir_seleucid_emp|IrSeleu|Seleucids|None|IP|IP|DIS|IP|IP|IA|IA|IP|IA
-92|-87|Demetrius III|Philip I|ir_seleucid_emp|IrSeleu|Seleucids|None|P|P|IA|A|P|A|A|P|P
-91|-80|Gotarzes I|Orodes I|ir_parthian_emp_1|IrPart1|Parthian Empire I|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
-90|-88|Dathika|Vatthagamini|sl_anuradhapura_1|sl_anuradhapura_1|Anurādhapura I||P|P|P|IA|P|SU|SU|SU|SU
-88|-81|Ptolemy IX Soter II|Ptolemy XI Alexander II|eg_ptolemaic_k_2|EgPtol2|Ptolemaic Kingdom II|None|P|A|A|A|A|A|A|A|A
-88|-77|Vatthagamini|Mahaculi Mahatissa|sl_anuradhapura_1|sl_anuradhapura_1|Anurādhapura I||IP|A|A|SU|IP|SU|SU|SU|SU
-87|-83|Philip I|Seleucus VII|ir_seleucid_emp|IrSeleu|Seleucids|None|P|SU|SU|IA|IP|IA|IA|SU|IA
-87|-74|Zhaodi|Liu He|cn_western_han_dyn|CnWHan*|Western Han Empire|None|P|IA|IA|P|IA|IA|IA|IA|IA
-85|-75|Devabhuti / Devabhumi|end of dynasty/polity|in_sunga_emp|InSunga|Magadha - Sunga Empire||SU|P|P|P|SU|SU|SU|SU|SU
-83|-75|Devabhuti|Vasudeva|in_sunga_emp|InSunga|Magadha - Sunga Empire|None|P|P|P|P|IA|IA|IA|IA|IA
-83|-69|Seleucus VII|Antiochus XIII|ir_seleucid_emp|IrSeleu|Seleucids|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
-80|-80|Ptolemy XI Alexander II|Ptolemy XII Neos Dionysos|eg_ptolemaic_k_2|EgPtol2|Ptolemaic Kingdom II|Assassination of Cleopatra Berenice; Alexandrian Riot|P|P|P|P|SU|P|A|A|A
-80|-77|Orodes I|Sinatruces|ir_parthian_emp_1|IrPart1|Parthian Empire I|None|IP|IP|SU|SU|SU|SU|SU|SU|SU
-80|-58|Ptolemy XII Neos Dionysos|Queen Berenice IV|eg_ptolemaic_k_2|EgPtol2|Ptolemaic Kingdom II|None|P|P|A|A|A|P|A|A|A
-77|-70|Sinatruces|Phraates III|ir_parthian_emp_1|IrPart1|Parthian Empire I|None|IA|IA|IA|IA|IA|IA|IA|IA|IA
-77|-62|Mahaculi Mahatissa|Choranaga|sl_anuradhapura_1|sl_anuradhapura_1|Anurādhapura I||IP|SU|SU|SU|IP|SU|SU|SU|SU
-76|-67|Alexandra (Salome)|Aristobulus II|il_judea|IlJudea|Yehuda|None|P|P|A|P|P|A|A|A|A
-74|-74|Liu He|Xuandi|cn_western_han_dyn|CnWHan*|Western Han Empire|None|P|P|SU|P|SU|SU|IA|IA|IA
-74|-48|Xuandi|Yuandi|cn_western_han_dyn|CnWHan*|Western Han Empire|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
-70|-60|Sātkarṇi I|unknown|in_satavahana_emp|InSataL|Satavahana Empire||SU|SU|SU|SU|SU|SU|SU|SU|SU
-70|-57|Phraates III|Mithridates III|ir_parthian_emp_1|IrPart1|Parthian Empire I|None|P|P|P|P|A|A|A|A|A
-69|-64|Antiochus XIII|Philip II|ir_seleucid_emp|IrSeleu|Seleucids|None|P|P|P|IA|IA|IA|IA|IA|P
-67|-63|Aristobulus II|Hyrcanus II|il_judea|IlJudea|Yehuda|None|P|P|A|P|A|A|A|P|P
-64|-64|Philip II|end of polity|ir_seleucid_emp|IrSeleu|Seleucids|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
-63|-40|Hyrcanus II|Antigonus II|il_judea|IlJudea|Yehuda|None|P|P|A|P|A|A|A|P|P
-62|-50|Choranaga|Kuda Tissa|sl_anuradhapura_1|sl_anuradhapura_1|Anurādhapura I||IP|SU|P|IP|SU|SU|SU|SU|SU
-60|-50|unknown|Sātakarṇi II|in_satavahana_emp|InSataL|Satavahana Empire||SU|SU|SU|SU|SU|SU|SU|SU|SU
-58|-55|Queen Berenice IV|Ptolemy XII Neos Dionysos|eg_ptolemaic_k_2|EgPtol2|Ptolemaic Kingdom II|None|P|P|P|IP|IP|IP|SU|A|IP
-57|-54|Mithridates III|Orodes II|ir_parthian_emp_1|IrPart1|Parthian Empire I|None|P|P|P|P|A|A|A|A|A
-57|-38|Orodes II|Phraates IV|ir_parthian_emp_1|IrPart1|Parthian Empire I|None|P|A|IP|A|A|A|A|A|A
-55|-51|Ptolemy XII Neos Dionysos|Queen Cleopatra VII|eg_ptolemaic_k_2|EgPtol2|Ptolemaic Kingdom II|Egyptian unrest|SU|A|A|SU|SU|SU|SU|A|SU
-55|-34|Tigranes the Great (Tigranes II)|Artavasdes II |am_artaxiad_dyn|AmArtax|Armenian Kingdom||P|A|A|A|A|A|A|P|A
-51|-47|Ptolemy XIII|Ptolemy XIV|eg_ptolemaic_k_2|EgPtol2|Ptolemaic Kingdom II|None|P|P|P|SU|SU|SU|SU|IA|P
-51|-30|Queen Cleopatra VII|Ptolemy XIII|eg_ptolemaic_k_2|EgPtol2|Ptolemaic Kingdom II|War between Cleopatra VII and Ptolemy III; Assassination of Ptolemy XIV|P|P|P|P|IA|IA|IA|IA|P
-50|-47|Kuda Tissa|Siva|sl_anuradhapura_1|sl_anuradhapura_1|Anurādhapura I||P|P|P|P|SU|SU|SU|SU|SU
-50|-25|Sātakarṇi II|unknown|in_satavahana_emp|InSataL|Satavahana Empire||SU|SU|SU|SU|SU|SU|SU|SU|SU
-48|-47|Siva I|Anula|sl_anuradhapura_1|sl_anuradhapura_1|Anurādhapura I||P|P|P|P|SU|SU|SU|SU|SU
-48|-33|Yuandi|Chengdi|cn_western_han_dyn|CnWHan*|Western Han Empire|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
-47|-44|Ptolemy XIV|Ptolemy XV Caesarion|eg_ptolemaic_k_2|EgPtol2|Ptolemaic Kingdom II|Assassination of Ptolemy XIV|P|P|IP|IP|SU|SU|SU|IA|SU
-47|-42|Anula|Kutakanna Tissa|sl_anuradhapura_1|sl_anuradhapura_1|Anurādhapura I||P|P|SU|SU|P|SU|SU|SU|SU
-44|-30|Ptolemy XV Caesarion|end of polity|eg_ptolemaic_k_2|EgPtol2|Ptolemaic Kingdom II|None|P|P|P|SU|SU|SU|SU|P|P
-42|-20|Kutakanna Tissa|Bhatikabhaya Abhaya|sl_anuradhapura_1|sl_anuradhapura_1|Anurādhapura I||IA|A|A|SU|SU|SU|SU|SU|SU
-40|-37|Antigonus II|Herod - end of Hasmonean dynasty|il_judea|IlJudea|Yehuda|None|P|P|P|A|A|A|A|P|P
-40|-10|Jimmu|Suizei|jp_yayoi|JpYayoi|Kansai - Yayoi Period|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
-38|2|Phraates IV|Phraates V|ir_parthian_emp_1|IrPart1|Parthian Empire I|None|P|P|P|P|A|A|A|A|P
-33|-20|Artavasdes II |Artaxias II |am_artaxiad_dyn|AmArtax|Armenian Kingdom||P|A|P|A|A|A|A|P|A
-33|-7|Chengdi|Aidi|cn_western_han_dyn|CnWHan*|Western Han Empire|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
-27|14|Augustus|Tiberius|it_roman_principate|ItRomPr|Roman Empire - Principate|Mutiny in Pannonia and Germanica; Assassination of Tiberius|P|IP|IP|IP|IP|A|A|A|A
-20|-10|Artaxias II |Tigranes III |am_artaxiad_dyn|AmArtax|Armenian Kingdom||P|P|P|P|A|A|A|A|P
-20|9|Bhatikabhaya Abhaya|Mahadathika Mahanaga|sl_anuradhapura_1|sl_anuradhapura_1|Anurādhapura I||IA|IA|IA|SU|SU|SU|SU|SU|SU
-10|-2|Tigranes III |Tigranes IV with Erato |am_artaxiad_dyn|AmArtax|Armenian Kingdom||P|A|A|A|A|A|A|A|P
-10|20|Suizei|Annei|jp_yayoi|JpYayoi|Kansai - Yayoi Period|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
-7|-1|Aidi|Pingdi|cn_western_han_dyn|CnWHan*|Western Han Empire|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
-2|4|Tigranes IV with Erato |Ariobarzanes of Media|am_artaxiad_dyn|AmArtax|Armenian Kingdom||P|P|A|A|A|A|A|A|P
-1|6|Pingdi|Ruzi|cn_western_han_dyn|CnWHan*|Western Han Empire|None|P|P|P|P|SU|SU|IA|IA|IA
2|4|Phraates V|Orodes III|ir_parthian_emp_1|IrPart1|Parthian Empire I|None|IP|P|SU|P|A|A|A|A|A
4|7|Orodes III|Vonones I|ir_parthian_emp_1|IrPart1|Parthian Empire I|None|P|P|P|P|IA|IA|IA|A|P
6|9|Ruzi|Guangwudi|cn_western_han_dyn|CnWHan*|Western Han Empire|None|P|P|SU|IP|SU|SU|IA|IA|IA
7|12|Vonones I|Artabanus II|ir_parthian_emp_1|IrPart1|Parthian Empire I|None|P|P|P|P|A|A|A|A|A
9|21|Mahadathika Mahanaga|Bhatikabhaya Abhaya|sl_anuradhapura_1|sl_anuradhapura_1|Anurādhapura I||IA|IA|IA|SU|SU|SU|SU|SU|SU
12|38|Artabanus II|Vardanes I|ir_parthian_emp_1|IrPart1|Parthian Empire I|None|P|A|A|A|A|A|P|A|A
14|37|Tiberius|Gaius / Caligula|it_roman_principate|ItRomPr|Roman Empire - Principate|Assassination of Caligula|P|P|P|P|P|A|A|A|A
20|50|Annei|Itoku|jp_yayoi|JpYayoi|Kansai - Yayoi Period|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
21|30|Amandagamani Abhaya|Kanirajanutissa|sl_anuradhapura_1|sl_anuradhapura_1|Anurādhapura I||P|P|P|SU|SU|SU|SU|SU|SU
25|57|Guangwudi|Mingdi|cn_eastern_han_dyn|CnEHan*|Eastern Han Empire|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
30|33|Kanirajanutissa|Chulabhaya|sl_anuradhapura_1|sl_anuradhapura_1|Anurādhapura I||SU|SU|SU|SU|SU|SU|SU|SU|SU
33|38|Chulabhaya|Ilanaga|sl_anuradhapura_1|sl_anuradhapura_1|Anurādhapura I||P|P|SU|IP|SU|SU|SU|SU|SU
37|41|Gaius / Caligula|Claudius|it_roman_principate|ItRomPr|Roman Empire - Principate|Poisoning of Emperor Claudius|P|P|P|P|A|A|A|A|A
38|44|Ilanaga|Chandamukha Siva|sl_anuradhapura_1|sl_anuradhapura_1|Anurādhapura I||IA|IA|IA|SU|SU|SU|SU|SU|SU
38|51|Gotarzes II|Vonones II|iq_parthian_emp_2|IrPart2|Parthian Empire II|None|P|P|P|P|A|A|A|A|A
39|45|Vardanes I|Gotarzes II|iq_parthian_emp_2|IrPart2|Parthian Empire II|None|P|P|SU|P|A|A|A|A|A
41|54|Claudius|Nero|it_roman_principate|ItRomPr|Roman Empire - Principate|None|P|P|IP|P|P|A|A|A|A
44|52|Chandamukha Siva|Yassalalaka Tissa|sl_anuradhapura_1|sl_anuradhapura_1|Anurādhapura I||P|IP|IP|SU|SU|SU|SU|SU|SU
50|80|Itoku|Kosho|jp_yayoi|JpYayoi|Kansai - Yayoi Period|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
51|51|Vonones II|Vologases I|iq_parthian_emp_2|IrPart2|Parthian Empire II|None|IA|IA|IA|IA|IA|IA|IA|IA|IA
51|78|Vologases I|Vologases II|iq_parthian_emp_2|IrPart2|Parthian Empire II|None|P|A|A|P|A|A|A|A|A
52|60|Yassalalaka Tissa|Subha|sl_anuradhapura_1|sl_anuradhapura_1|Anurādhapura I||P|P|P|P|IA|IA|IA|IA|IA
54|68|Nero|Galba|it_roman_principate|ItRomPr|Roman Empire - Principate|Assassination of Emperor Galba|P|P|P|P|P|A|A|A|A
54|86|Nahapana|Gautimaputra Satkarni|in_satavahana_emp|InSataL|Satavahana Empire||SU|SU|SU|SU|SU|SU|SU|SU|SU
57|75|Mingdi|Zhangdi|cn_eastern_han_dyn|CnEHan*|Eastern Han Empire|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
60|67|Subharaja|Vasabha|sl_anuradhapura_1|sl_anuradhapura_1|Anurādhapura I||P|P|IP|SU|P|SU|SU|SU|SU
68|69|Galba|Otho|it_roman_principate|ItRomPr|Roman Empire - Principate|Vitellius's Revolt|P|P|IP|IP|P|IP|A|A|A
69|69|Vitellius|Vespasian|it_roman_principate|ItRomPr|Roman Empire - Principate|None|IP|A|A|IP|IP|A|A|A|A
69|69|Otho|Vitellius|it_roman_principate|ItRomPr|Roman Empire - Principate|Vespasian's Revolt|P|P|P|A|P|A|P|A|A
69|79|Vespasian|Titus|it_roman_principate|ItRomPr|Roman Empire - Principate|Revolt of Terentius Maximus in Asia|IA|IA|IA|IA|A|A|A|A|A
70|111|Vasabha|Vankanasika Tissa|sl_anuradhapura_2|sl_anuradhapura_2|Anurādhapura II||IA|IA|IA|IA|IA|IA|IA|IA|IA
75|88|Zhangdi|Hedi|cn_eastern_han_dyn|CnEHan*|Eastern Han Empire|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
78|80|Vologases II|Artabanus III|iq_parthian_emp_2|IrPart2|Parthian Empire II|None|IP|IP|SU|IP|SU|SU|SU|SU|SU
78|109|Pacorus|Osroes|iq_parthian_emp_2|IrPart2|Parthian Empire II|None|P|P|SU|IP|IA|IA|IA|IA|IA
79|81|Titus|Domitian|it_roman_principate|ItRomPr|Roman Empire - Principate|Assassination of Domitian|P|P|P|P|P|A|A|A|A
79|81|Artabanus III|Pacorus|iq_parthian_emp_2|IrPart2|Parthian Empire II|None|IP|P|SU|IP|SU|SU|SU|SU|SU
80|110|Kosho|Koan|jp_yayoi|JpYayoi|Kansai - Yayoi Period|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
81|96|Domitian|Nerva|it_roman_principate|ItRomPr|Roman Empire - Principate|Revolt against Nerva|IA|IA|IA|IA|A|A|A|A|A
85|100|Kujula Kadphises|Vima Takh(tu)|af_kushan_emp|AfKushn|Kushan Empire||A|A|A|A|A|A|A|A|A
86|110|Gautamiputra Satakarni|Pulumavi|in_satavahana_emp|InSataL|Satavahana Empire||SU|SU|SU|SU|SU|SU|SU|SU|SU
88|106|Hedi|Shandi|cn_eastern_han_dyn|CnEHan*|Eastern Han Empire|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
96|98|Nerva|Trajan|it_roman_principate|ItRomPr|Roman Empire - Principate|None|SU|SU|SU|SU|A|A|A|A|A
98|117|Trajan|Hadrian|it_roman_principate|ItRomPr|Roman Empire - Principate|None|A|A|A|A|A|A|A|A|A
100|125|Vima Takh(tu)|Vima Kadphises|af_kushan_emp|AfKushn|Kushan Empire||A|A|A|A|A|A|A|A|A
