SourcePolityLongName,SuccessorPolityLongName,SourcePolityID,SuccessorPolityID,SuccessionType,Rationale,Citation,ChainOfThought,ModelID,ModelFingerprint,ModelTimestamp
Carnatic Sultanate,British East India Company,in_carnatic_sul,in_east_india_co,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Carolingian Empire I,Carolingian Empire II,fr_carolingian_emp_1,fr_carolingian_emp_2,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Carolingian Empire I,East Francia,fr_carolingian_emp_1,de_east_francia,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Carolingian Empire II,Proto-French Kingdom,fr_carolingian_emp_2,fr_capetian_k_1,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Carthage Empire,Middle Roman Republic,tn_carthage_emp,it_roman_rep_2,population replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Castile Kingdom,Crown of Castile,es_castile_k,es_castile_crown,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Chaco Canyon - Classic Bonito phase,Chaco Canyon - Late Bonito phase,us_chaco_bonito_2,us_chaco_bonito_3,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Chaco Canyon - Early Bonito phase,Chaco Canyon - Classic Bonito phase,us_chaco_bonito_1,us_chaco_bonito_2,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Chaco Canyon - Late Bonito phase,Chaco Canyon - McElmo phase,us_chaco_bonito_3,us_chaco_mcelmo,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Chaco Canyon - McElmo phase,Chaco Canyon - Mesa Verde phase,us_chaco_mcelmo,us_chaco_mesa_verde,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Chaco Canyon - Mesa Verde phase,,us_chaco_mesa_verde,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Chagatai Khanate,Timurid Empire,uz_chagatai_khanate,uz_timurid_emp,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Chalcolithic Middle Ganga,Mahajanapada era,in_ganga_ca,in_mahajanapada,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Chalukyas of Badami,Rashtrakuta Empire,in_badami_chalukya_emp,in_rashtrakuta_emp,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Chalukyas of Kalyani,Kalachuris of Kalyani,in_kalyani_chalukya_emp,in_kalachuri_emp,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Chalukyas of Kalyani,Yadava Dynasty,in_kalyani_chalukya_emp,in_yadava_dyn,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Chalukyas of Kalyani,Hoysala Kingdom,in_kalyani_chalukya_emp,in_hoysala_k,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Chalukyas of Kalyani,Kakatiya Dynasty,in_kalyani_chalukya_emp,in_kakatiya_dyn,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Chandela Kingdom,Delhi Sultanate,in_chandela_k,in_delhi_sultanate,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Chandra Dynasty,Yadava-Varman Dynasty,bd_chandra_dyn,bd_yadava_varman_dyn,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Chauhana Dynasty,Ghur Principality,in_chauhana_dyn,af_ghur_principality,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Chaulukya Dynasty,,in_chaulukya_dyn,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Chenla,Early Angkor,kh_chenla,kh_angkor_1,territorial consolidation,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Chionites,Kidarite Kingdom,kz_chionite,af_kidarite_k,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Chola Empire,Pandya Empire,in_chola_emp,in_pandya_emp_3,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Chu Kingdom - Spring and Autumn Period,Chu Kingdom - Warring States Period,cn_chu_dyn_spring_autumn,cn_chu_k_warring_states,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Chu Kingdom - Warring States Period,Qin Empire,cn_chu_k_warring_states,cn_qin_emp,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Chuuk - Early Truk,Chuuk - Late Truk,fm_truk_1,fm_truk_2,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Chuuk - Late Truk,,fm_truk_2,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Classic Basin of Mexico,Epiclassic Basin of Mexico,mx_basin_of_mexico_7,mx_basin_of_mexico_8,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Classic Maya,Terminal Classic Tikal,mx_maya_classic,gt_tikal_terminal_classic,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Classic Maya,Toltecs,mx_maya_classic,mx_toltec,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Classic Tana,,tz_tana,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Classical Angkor,Late Angkor,kh_angkor_2,kh_angkor_3,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Classical Crete,Hellenistic Crete,gr_crete_classical,gr_crete_hellenistic,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Classical Ife,Oyo,ni_yoruba_classic,ni_oyo_emp_1,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Classical Ife,Benin Empire,ni_yoruba_classic,ni_benin_emp,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Cordoba Caliphate,Taifas of Iberia,es_cordoba_cal,es_taifas,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Crimean Khanate,"Russian Empire, Romanov Dynasty II",ru_crimean_khanate,ru_romanov_dyn_2,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Crown of Aragon,Spanish Empire I,es_aragon_crown,es_spanish_emp_1,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Crown of Castile,Spanish Empire I,es_castile_crown,es_spanish_emp_1,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Cuzco - Early Intermediate I,Cuzco - Early Intermediate II,pe_cuzco_2,pe_cuzco_3,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Cuzco - Early Intermediate II,Wari Empire,pe_cuzco_3,pe_wari_emp,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Cuzco - Late Formative,Cuzco - Early Intermediate I,pe_cuzco_1,pe_cuzco_2,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Cuzco - Late Intermediate I,Cuzco - Late Intermediate II,pe_cuzco_5,pe_cuzco_6,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Cuzco - Late Intermediate II,Inca Empire,pe_cuzco_6,pe_inca_emp,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Cwezi Dynasty,Bito Dynasty,ug_bunyoro_k_1,ug_bunyoro_k_2,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Czech Republic,,cz_czech_rep,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Czechoslovakia,Czech Republic,cz_czechoslovakia,cz_czech_rep,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Dali Kingdom,Great Yuan,cn_dali_k,cn_yuan_dyn,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Dambadaneiya,,sl_dambadeniya,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Danelaw,Anglo-Saxon England II,gb_danelaw,gb_anglo_saxon_2,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Danish Empire,Kingdom of Denmark - Modern,dk_danish_emp_modern,dk_danish_k_modern,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Deccan - Iron Age,Satavahana Empire,in_deccan_ia,in_satavahana_emp,territorial consolidation,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Deccan - Neolithic,Deccan - Iron Age,in_deccan_nl,in_deccan_ia,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Delhi Sultanate,Mughal Empire,in_delhi_sultanate,in_mughal_emp,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Delhi Sultanate,Bahmani Sultanate,in_delhi_sultanate,in_bahmani_sultanate,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Delhi Sultanate,Bengal Sultanate,in_delhi_sultanate,bd_bengal_sultanate,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Democratic People's Republic of Korea,,ko_korean_democratic_peoples_rep,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Democratic Republic of Vietnam,Socialist Republic of Vietnam,vt_vietnam_democratic_rep,vt_vietnam_socialist_rep,territorial consolidation,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Democratic Republic of the Congo,,cg_congo_democratic_rep,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Denmark-Norway,Danish Empire,dk_denmark_norway,dk_danish_emp_modern,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Denmark-Norway,United Kingdoms of Sweden and Norway,dk_denmark_norway,sv_united_k_sweden_and_norway,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:43:11.965960+00:00
Denyanke Kingdom,Imamate of Futa Toro,se_great_fulo_emp,se_futa_toro_imamate,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:48:18.685867+00:00
Despotate of Epirus,Ottoman Empire I,gr_epirus_despot,tr_ottoman_emp_1,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:48:18.685867+00:00
Deva Dynasty,Delhi Sultanate,bd_deva_dyn,in_delhi_sultanate,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:48:18.685867+00:00
Dominion of Canada,,ca_canada_dominion,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:48:18.685867+00:00
Duchy and Kingdom of Croatia,Hungary Kingdom - Árpád Dynasty,hr_croatia_k,hu_arpad_dyn,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:48:18.685867+00:00
Duchy of Aquitaine I,Carolingian Empire I,fr_aquitaine_duc_1,fr_carolingian_emp_1,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:48:18.685867+00:00
Duchy of Aquitaine II,French Kingdom - Late Capetian,fr_aquitania_duc_2,fr_capetian_k_2,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:48:18.685867+00:00
Duchy of Bohemia,Kingdom of Bohemia - Přemyslid Dynasty,cz_bohemian_duc,cz_bohemian_k_1,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:48:18.685867+00:00
Duchy of Milan I,Duchy of Milan II,it_milan_duc_1,it_milan_duc_2,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:48:18.685867+00:00
Duchy of Milan II,French Kingdom - Late Bourbon,it_milan_duc_2,fr_bourbon_k_2,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:48:18.685867+00:00
Durrani Empire,Emirate of Afghanistan,af_durrani_emp,af_afghanistan_emirate,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:48:18.685867+00:00
Dutch Empire,French Kingdom - Late Bourbon,nl_dutch_emp_1,fr_bourbon_k_2,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:48:18.685867+00:00
Dynasty of E,Neo-Assyrian Empire,iq_dynasty_e,iq_neo_assyrian_emp,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:48:18.685867+00:00
Dál Riata,Kingdom of Alba,gb_dal_riata,gb_alba_k,territorial consolidation,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:48:18.685867+00:00
Early A'chik,Late A'chik,in_achik_1,in_achik_2,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:48:18.685867+00:00
Early Angkor,Classical Angkor,kh_angkor_1,kh_angkor_2,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:48:18.685867+00:00
Early Cheras,Kalabhra Dynasty,in_cheras_1,in_kalabhra_dyn,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:48:18.685867+00:00
Early Cholas,Kalabhra Dynasty,in_cholas_1,in_kalabhra_dyn,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:48:18.685867+00:00
Early Classic Tikal,Late Classic Tikal,gt_tikal_early_classic,gt_tikal_late_classic,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:48:18.685867+00:00
Early Dynastic,Akkadian Empire,iq_early_dynastic,iq_akkad_emp,territorial consolidation,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:48:18.685867+00:00
Early East Africa Iron Age,Early Tana 1,tz_east_africa_ia_1,tz_early_tana_1,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:48:18.685867+00:00
Early Formative Basin of Mexico,Middle Formative Basin of Mexico,mx_basin_of_mexico_3,mx_basin_of_mexico_4,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:48:18.685867+00:00
Early Greater Coclé,Middle Greater Coclé,pa_cocle_1,pa_cocle_2,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:48:18.685867+00:00
Early Illinois Confederation,Late Illinois Confederation,us_early_illinois_confederation,us_late_illinois_confederation,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:48:18.685867+00:00
Early Maravi,Northern Maravi Kingdom,mw_early_maravi,mw_northern_maravi_k,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:48:18.685867+00:00
Early Merovingian,Middle Merovingian,fr_merovingian_emp_1,fr_merovingian_emp_2,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:48:18.685867+00:00
Early Modern Sierra Leone,British Empire II,si_early_modern_interior,gb_british_emp_2,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:48:18.685867+00:00
Early Mongols,Mongol Empire,mn_mongol_early,mn_mongol_emp,territorial consolidation,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:48:18.685867+00:00
Early Monte Alban I,Monte Alban Late I,mx_monte_alban_1_early,mx_monte_alban_1_late,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:48:18.685867+00:00
Early Nyoro,Cwezi Dynasty,ug_early_nyoro,ug_bunyoro_k_1,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:48:18.685867+00:00
Early Pandyas,Kalabhra Dynasty,in_pandya_emp_1,in_kalabhra_dyn,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:48:18.685867+00:00
Early Postclassic Tikal,,gt_tikal_early_postclassic,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:48:18.685867+00:00
Early Qing,Late Qing,cn_qing_dyn_1,cn_qing_dyn_2,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:48:18.685867+00:00
Early Roman Republic,Middle Roman Republic,it_roman_rep_1,it_roman_rep_2,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:48:18.685867+00:00
Early Sultanate of Aussa,,et_aussa_sultanate,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:48:18.685867+00:00
Early Tana 1,Early Tana 2,tz_early_tana_1,tz_early_tana_2,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:48:18.685867+00:00
Early Tana 2,Classic Tana,tz_early_tana_2,tz_tana,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:48:18.685867+00:00
Early Tiwanaku,Late Tiwanaku,bo_tiwanaku_1,bo_tiwanaku_2,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:48:18.685867+00:00
Early United Mexican States,Late United Mexican States,mx_mexico_1,mx_mexico_2,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:48:18.685867+00:00
Early Wagadu Empire,Middle Wagadu Empire,mr_wagadu_1,mr_wagadu_2,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:48:18.685867+00:00
Early Wei Dynasty,Qin Empire,cn_wei_dyn_warring_states,cn_qin_emp,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:48:18.685867+00:00
Early Xiongnu,Xiongnu Imperial Confederation,mn_hunnu_early,mn_hunnu_emp,territorial consolidation,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:48:18.685867+00:00
East Francia,Holy Roman Empire - Ottonian-Salian Dynasty,de_east_francia,de_empire_1,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:48:18.685867+00:00
East Roman Empire,Byzantine Empire I,tr_east_roman_emp,tr_byzantine_emp_1,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:48:18.685867+00:00
Eastern Han Empire,Wei Kingdom,cn_eastern_han_dyn,cn_wei_k,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:48:18.685867+00:00
Eastern Jin Dynasty,,cn_eastern_jin_dyn,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:48:18.685867+00:00
