NGA|Polity|Section|Subsection|Variable|Value.From|Value.To|Date.From|Date.To|Fact.Type|Value.Note|Date.Note
Southern China Hills|CnHChin|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|present||||simple|simple|
Southern China Hills|CnHChin|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|absent||||simple|simple|
Southern China Hills|CnHChin|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|absent||||simple|simple|
Southern China Hills|CnHChin|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|present||||simple|simple|
Southern China Hills|CnHChin|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|present||||simple|simple|
Southern China Hills|CnHChin|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|present||||simple|simple|
Southern China Hills|CnHChin|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|present||||simple|simple|
Southern China Hills|CnHChin|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|present||||simple|simple|
Southern China Hills|CnHChin|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|present||||simple|simple|
Southern China Hills|CnHChin|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|present||||simple|simple|
Southern China Hills|CnHChin|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|absent||||simple|simple|
Southern China Hills|CnHChin|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|absent||||simple|simple|
Southern China Hills|CnHQngL|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|absent||||simple|simple|
Southern China Hills|CnHQngL|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|absent||||simple|simple|
Southern China Hills|CnHQngL|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|present||||simple|simple|
Southern China Hills|CnHQngL|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|suspected unknown||||simple|simple|
Southern China Hills|CnHQngL|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|present||||simple|simple|
Southern China Hills|CnHQngL|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|present||||simple|simple|
Southern China Hills|CnHQngL|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|absent||||simple|simple|
Southern China Hills|CnHQngL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|absent||||simple|simple|
Southern China Hills|CnHQngL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|present||||simple|simple|
Southern China Hills|CnHQngL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|present||||simple|simple|
Southern China Hills|CnHQngL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|present||||simple|simple|
Southern China Hills|CnHQngL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|present||||simple|simple|
Southern China Hills|CnHQngL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|present||||simple|simple|
Southern China Hills|CnHQngL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|present||||simple|simple|
Southern China Hills|CnHQngL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|present||||simple|simple|
Southern China Hills|CnHQngL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|absent||||simple|simple|
Southern China Hills|CnHQngL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|absent||||simple|simple|
Middle Yellow River Valley|CnJinSA|Institutional Variables|Limits on Power of the Chief Executive|Constraint on executive by government|absent||||simple|simple|
Middle Yellow River Valley|CnJinSA|Institutional Variables|Limits on Power of the Chief Executive|Constraint on executive by non-government|inferred present||||simple|simple|
Middle Yellow River Valley|CnJinSA|Institutional Variables|Limits on Power of the Chief Executive|Impeachment|absent||||simple|simple|
Middle Yellow River Valley|CnJinSA|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|present||||simple|simple|
Middle Yellow River Valley|CnJinSA|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|absent||||simple|simple|
Middle Yellow River Valley|CnJinSA|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|absent||||simple|simple|
Middle Yellow River Valley|CnJinSA|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|absent||||simple|simple|
Middle Yellow River Valley|CnJinSA|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|inferred absent||||simple|simple|
Middle Yellow River Valley|CnJinSA|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|inferred absent||||simple|simple|
Middle Yellow River Valley|CnJinSA|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|absent||||simple|simple|
Middle Yellow River Valley|CnJinSA|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|absent||||simple|simple|
Middle Yellow River Valley|CnJinSA|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|absent||||simple|simple|
Middle Yellow River Valley|CnJinSA|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|absent||||simple|simple|
Middle Yellow River Valley|CnJinSA|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|present||||simple|simple|
Middle Yellow River Valley|CnJinSA|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|inferred absent||||simple|simple|
Middle Yellow River Valley|CnJinSA|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|absent||||simple|simple|
Middle Yellow River Valley|CnJinSA|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|inferred absent||||simple|simple|
Middle Yellow River Valley|CnJinSA|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|present||||simple|simple|
Middle Yellow River Valley|CnJinSA|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|present||||simple|simple|
Middle Yellow River Valley|CnLngsh|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|suspected unknown||||simple|simple|
Middle Yellow River Valley|CnLngsh|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|suspected unknown||||simple|simple|
Middle Yellow River Valley|CnLngsh|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|suspected unknown||||simple|simple|
Middle Yellow River Valley|CnLngsh|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|suspected unknown||||simple|simple|
Middle Yellow River Valley|CnLngsh|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|suspected unknown||||simple|simple|
Middle Yellow River Valley|CnLngsh|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|suspected unknown||||simple|simple|
Middle Yellow River Valley|CnLngsh|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|suspected unknown||||simple|simple|
Middle Yellow River Valley|CnLngsh|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|inferred absent||||simple|simple|
Middle Yellow River Valley|CnLngsh|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|inferred absent||||simple|simple|
Middle Yellow River Valley|CnLngsh|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|inferred absent||||simple|simple|
Middle Yellow River Valley|CnLngsh|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|inferred absent||||simple|simple|
Middle Yellow River Valley|CnLngsh|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|inferred absent||||simple|simple|
Middle Yellow River Valley|CnLngsh|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|inferred absent||||simple|simple|
Middle Yellow River Valley|CnLngsh|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|inferred absent||||simple|simple|
Middle Yellow River Valley|CnLngsh|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|inferred absent||||simple|simple|
Middle Yellow River Valley|CnLngsh|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|inferred absent||||simple|simple|
Middle Yellow River Valley|CnLngsh|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|inferred absent||||simple|simple|
Middle Yellow River Valley|CnLrJin|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|suspected unknown||||simple|simple|
Middle Yellow River Valley|CnLrJin|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|suspected unknown||||simple|simple|
Middle Yellow River Valley|CnLrJin|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|suspected unknown||||simple|simple|
Middle Yellow River Valley|CnLrJin|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|suspected unknown||||simple|simple|
Middle Yellow River Valley|CnLrJin|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|suspected unknown||||simple|simple|
Middle Yellow River Valley|CnLrJin|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|suspected unknown||||simple|simple|
Middle Yellow River Valley|CnLrJin|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|suspected unknown||||simple|simple|
Middle Yellow River Valley|CnLrJin|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|present||||simple|simple|
Middle Yellow River Valley|CnLrJin|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|present||||simple|simple|
